"ParagraphIndex","Style","OutlineLevel","ListType","ListString","Text"
"359","Body Text","10","0","","Evidence artefact: bl009_run_observability_log.json serves as the central repository for run-level evidence. It records run metadata, input summary, configuration snapshot, stage-execution record, and output hashes (including named SHA-256 digests for each key artefact). This record allows a later reviewer to identify which configuration and input produced a given playlist, with upstream stage run IDs linking each stage’s execution and hashed component files showing which data versions were active."
"360","Heading 2","2","0","","4.10 BL-010 and BL-011: Reproducibility and Controllability Instrumentation"
"361","First Paragraph","10","0","","Two optional evaluation-support layers extend the implementation to enable reproducibility and controllability assessment."
"362","Body Text","10","0","","BL-010 (Reproducibility Layer) repeats the main pipeline execution under fixed input and configuration and compares intermediate outputs to verify deterministic stability. It compares alignment summaries, candidate-pool counts, score distributions, playlist ordering, and final output hashes across independent runs. Output: reproducibility_report.json records the comparison results and verdict (Pass if all outputs identical; Fail with differences recorded)."
"363","Body Text","10","0","","BL-011 (Controllability Layer) executes the pipeline under controlled single-parameter variations and records how changes cascade through the system. For each variation (e.g., increasing the diversity-pressure setting), it captures output changes at candidate-space, ranking, assembly, and explanation levels. Output: controllability_report.json records the parameter-variation matrix and output deltas for each tested variation."
"364","Body Text","10","0","","Supporting the above layers, two automated verification components provide infrastructure oversight: BL-013 (pipeline orchestration entrypoint) governs stage execution order and validates stage-completion signals, while BL-014 (36-check automated sanity layer) validates explanation fidelity, output-hash stability, cross-stage candidate-count consistency, and assembly-constraint satisfaction."
"365","Heading 2","2","0","","4.11 Evidence Packaging and Artefact Surface"
"366","First Paragraph","10","0","","Table 4.1 consolidates the chapter’s design-to-evidence mapping and identifies the artefact surfaces that Chapter 5 will formally assess."
"367","Compact","10","0","","Objective"
"368","Compact","10","0","","Chapter 3 Design"
"369","Compact","10","0","","Chapter 4 Evidence Surface"
"370","Compact","10","0","","Chapter 5 Focus"
"372","Compact","10","0","","O1: Uncertainty-aware profiling"
"373","Compact","10","0","","Section 3.7"
"374","Compact","10","0","","bl004_preference_profile.json + bl003 diagnostics"
"375","Compact","10","0","","Uncertainty visibility, attribution clarity"
"377","Compact","10","0","","O2: Confidence-aware alignment & candidate shaping"
"378","Compact","10","0","","Sections 3.6, 3.8"
"379","Compact","10","0","","bl003_ds001_spotify_summary.json + bl005_candidate_diagnostics.json"
"380","Compact","10","0","","Alignment confidence, exclusion pathways"
"382","Compact","10","0","","O3: Controllable trade-offs"
"383","Compact","10","0","","Sections 3.9, 3.10"
"384","Compact","10","0","","bl006_score_summary.json + bl007_assembly_report.json"
"385","Compact","10","0","","Parameter sensitivity, constraint interaction"
"387","Compact","10","0","","O4: Mechanism-linked explanation fidelity"
"388","Compact","10","0","","Section 3.11"
"389","Compact","10","0","","bl008_explanation_payloads.json"
"390","Compact","10","0","","Score attribution accuracy, contributor identification"
"392","Compact","10","0","","O5: Reproducibility and controllability"
"393","Compact","10","0","","Throughout Ch3"
"394","Compact","10","0","","BL-010 and BL-011 outputs + verification metadata"
"395","Compact","10","0","","Replay consistency, parameter-variation signal"
"397","Compact","10","0","","O6: Bounded-guidance surfaces"
"398","Compact","10","0","","Sections 3.12, 3.10"
"399","Compact","10","0","","bl009_run_observability_log.json + BL-007 validity reporting"
"400","Compact","10","0","","Boundary visibility, execution scope clarity"
"402","Heading 2","2","0","","4.12 Chapter Summary"
"403","First Paragraph","10","0","","This chapter has described how the design committed in Chapter 3 was implemented as an executable, evidence-producing pipeline. The implementation realised the design intent in each of the seven pipeline stages and included evaluation-support instrumentation layers to verify reproducibility and controllability. Collectively, these stages make the pipeline’s transparency and controllability objectives visible in concrete evidence artefacts rather than remaining latent in the execution. Formal evaluation of these surfaces — whether evidence meets intended quality criteria — is presented in Chapter 5."
"404","Heading 1","1","0","","Chapter 5: Evaluation and Results"
"405","Heading 2","2","0","","5.1 Chapter Aim and Scope"
"406","First Paragraph","10","0","","This chapter evaluates the implementation evidence surfaces defined in Chapter 4 against the objective-to-control-to-evidence contract formalized in Chapter 3. It is not a benchmark-comparison chapter. Instead, it assesses whether the deterministic pipeline satisfies pre-specified objective-linked criteria under bounded scope (Jannach and Jugovac, 2019; Anelli et al., 2021; Bauer, Zangerle and Said, 2024)."
"407","Body Text","10","0","","The chapter remains bounded to the single-user, offline-corpus, deterministic execution posture. Claims are therefore restricted to auditable engineering behavior under this scope, not broad recommender-family superiority."
"408","Body Text","10","0","","The evaluation questions remain:"
"409","Compact","10","4","1.","Does the pipeline make cross-source uncertainty explicit and inspectable?"
"410","Compact","10","4","2.","Do alignment and candidate shaping expose confidence and exclusion pathways?"
"411","Compact","10","4","3.","Are scoring and assembly trade-offs explicitly controllable?"
"412","Compact","10","4","4.","Do explanation payloads remain structurally mechanism-linked?"
"413","Compact","10","4","5.","Is reproducibility and controllability evidence executable and auditable?"
"414","Compact","10","4","6.","Are validity boundaries and non-claims explicit enough for bounded guidance?"
"415","Heading 2","2","0","","5.2 Evaluation Method and Locked Criteria"
"416","First Paragraph","10","0","","Evaluation follows an objective-linked method rather than metric-first ranking. Criteria are pre-specified before extraction to reduce post-hoc interpretation drift."
"417","Body Text","10","0","","Locked constants:"
"418","Compact","10","4","","O1 missingness criterion: BL-004 must expose missingness and uncertainty markers where feature evidence is incomplete."
"419","Compact","10","4","","O5 reproducibility replay count: 3 fixed-config replays."
"420","Compact","10","4","","O4 structural-fidelity sample: 30 tracks (10 selected, 10 rejected, 10 boundary-ranked)."
"421","Compact","10","4","","O4 percentile tolerance: absolute difference <= 1.0 percentile point versus BL-006 source value."
"422","Compact","10","4","","O5 measurable-delta rule: at least one downstream shift threshold met per tested variation (candidate-set >= 1.0% of baseline or >= 3 tracks, score-summary shift >= 0.01, or playlist composition change >= 1 track)."
"423","First Paragraph","10","0","","Table 5.1 defines active acceptance conditions."
"424","Compact","10","0","","Objective"
"425","Compact","10","0","","Acceptance condition"
"427","Compact","10","0","","O1"
"428","Compact","10","0","","BL-004 includes uncertainty markers for features above missingness threshold, with attribution tracking and confidence-stratified visibility."
"430","Compact","10","0","","O2"
"431","Compact","10","0","","BL-003 exceeds minimum match-rate threshold and exposes unmatched reasons; BL-005 exposes separated exclusion pathways."
"433","Compact","10","0","","O3"
"434","Compact","10","0","","BL-006 exposes decomposed component scoring and active weights; BL-007 exposes rule activations/relaxations with reasoned diagnostics."
"436","Compact","10","0","","O4"
"437","Compact","10","0","","BL-008 required fields (score_percentile, score_band, attribution, rule effects, confidence marker) are structurally present and consistent against BL-006/BL-007 in the fixed sample."
"439","Compact","10","0","","O5"
"440","Compact","10","0","","BL-010 reports deterministic replay consistency for 3 replays; BL-011 reports measurable controllability deltas under the locked threshold rule."
"442","Compact","10","0","","O6"
"443","Compact","10","0","","BL-009 includes explicit non-claims and validity boundaries; BL-007 auditable case holds: relaxation evidence when triggered, or explicit no-relaxation confirmation when not triggered."
"445","Heading 2","2","0","","5.3 O5 Evidence First: Reproducibility and Controllability"
"446","First Paragraph","10","0","","Following the credibility-first ordering, O5 is assessed before interpretation-sensitive objectives."
"447","Body Text","10","0","","BL-010 reproducibility evidence confirms deterministic replay consistency under fixed inputs/configuration. The current authority report (run_id=BL010-REPRO-20260419-214941) records replay_count=3, results.deterministic_match=true, and results.status=pass, with stable-hash reference values present across all tracked stage artifacts."
"448","Body Text","10","0","","BL-011 controllability evidence is evaluated through an explicit decision gate:"
"449","Compact","10","4","1.","PASS: all tested scenarios meet at least one locked measurable-delta threshold."
"450","Compact","10","4","2.","PARTIAL: after one mandatory rerun attempt, only a subset of scenarios meets thresholds."
"451","Compact","10","4","3.","FAIL: no tested scenarios meet thresholds."
"452","First Paragraph","10","0","","Using the refreshed BL-011 authority (run_id=BL011-CTRL-20260427-174210), the controllability gate resolves to FAIL: 0/7 non-baseline scenarios met the locked minimum-delta condition (candidate-pool shift, score-summary shift, or playlist composition change). This is consistent with the report-level summary (results.status=""bounded-risk"", all_variant_shifts_observable=false, no_op_controls_count=4)."
"453","Body Text","10","0","","Table 5.2 summarizes O5 execution authorities."
"454","Compact","10","0","","Check"
"455","Compact","10","0","","Active evidence"
"456","Compact","10","0","","Current reading"
"458","Compact","10","0","","Validate-only orchestration"
"459","Verbatim Char","10","0","","BL013-ENTRYPOINT-20260418-035540-208118"
"460","Compact","10","0","","Pass, pipeline contract completes end-to-end."
"462","Compact","10","0","","Sanity suite"
"463","Verbatim Char","10","0","","BL014-SANITY-20260418-035641-651065"
"464","Compact","10","0","","Pass (36/36), stage contracts internally coherent."
"466","Compact","10","0","","Reproducibility report"
"467","Compact","10","0","","07_implementation/src/reproducibility/outputs/reproducibility_report.json (BL010-REPRO-20260419-214941)"
"468","Compact","10","0","","Pass (deterministic_match=true, replay_count=3)."
"470","Compact","10","0","","Controllability report"
"471","Compact","10","0","","07_implementation/src/controllability/outputs/controllability_report.json (BL011-CTRL-20260427-174210)"
"472","Compact","10","0","","Not satisfied under locked gate (0/7 scenarios reached minimum-delta criteria; report status bounded-risk)."
"474","Heading 3","3","0","","5.3.1 Control-Surface Ablation and Sensitivity Write-Through"
"475","First Paragraph","10","0","","Table 5.3 restores the explicit ablation/sensitivity view so controllability evidence remains concrete and traceable to named variant scenarios."
"476","Compact","10","0","","Scenario or axis"
"477","Compact","10","0","","Expected direction"
"478","Compact","10","0","","Observed in refreshed BL-011"
"480","Verbatim Char","10","0","","no_influence_tracks"
"481","Compact","10","0","","Shift away from influence-steered profile effects"
"482","Compact","10","0","","Observable-shift flag present, but measurable-delta thresholds not met under locked gate."
"484","Verbatim Char","10","0","","valence_weight_up"
"485","Compact","10","0","","Rank and contribution shift toward boosted component"
"486","Compact","10","0","","No locked measurable delta observed; flagged as no-op in diagnostics."
"488","Verbatim Char","10","0","","stricter_thresholds"
"489","Compact","10","0","","Candidate pool contraction and downstream reordering"
"490","Compact","10","0","","No locked measurable delta observed; flagged as no-op in diagnostics."
"492","Verbatim Char","10","0","","looser_thresholds"
"493","Compact","10","0","","Candidate pool expansion and downstream reordering"
"494","Compact","10","0","","No locked measurable delta observed; flagged as no-op in diagnostics."
"496","Verbatim Char","10","0","","fuzzy_enabled_strict"
"497","Compact","10","0","","Retrieval-side behavior shift under fuzzy controls"
"498","Compact","10","0","","No locked measurable delta observed."
"500","Verbatim Char","10","0","","no_influence_plus_stricter_thresholds"
"501","Compact","10","0","","Interaction effect beyond single-factor changes"
"502","Compact","10","0","","Interaction row present; locked measurable-delta criteria not met."
"504","Verbatim Char","10","0","","valence_up_plus_stricter_thresholds"
"505","Compact","10","0","","Interaction effect from combined score and threshold pressure"
"506","Compact","10","0","","Interaction row present; locked measurable-delta criteria not met."
"508","Body Text","10","0","","This write-through keeps the controllability section auditable: scenario coverage exists, but current measurable-delta evidence is insufficient for O5 satisfaction under the locked threshold rule."
"509","Heading 2","2","0","","5.4 O1 Evidence: Uncertainty-Aware Profiling"
"510","First Paragraph","10","0","","O1 is evaluated using BL-003 alignment diagnostics and BL-004 profile structure. BL-003 exposes input uncertainty at intake (matched, ambiguous, unmatched, invalid pathways where available), and BL-004 carries uncertainty-aware profile representations with attribution surfaces."
"511","Body Text","10","0","","Concrete observations from active artifacts: BL-003 reports input_event_rows=9902, ambiguous_matches=19, invalid_records=0, and explicit unmatched counts (unmatched=7457). BL-004 reports events_total=1369, missing_numeric_track_count=0, and confidence-bin diagnostics (high_0_9_plus=1369, medium/low bins 0), with attribution continuity via history_weight_share=0.99849 and influence_weight_share=0.00151."
"512","Body Text","10","0","","Under the locked criterion, O1 is therefore satisfied: uncertainty and confidence structure are explicitly surfaced rather than latent."
"513","Heading 2","2","0","","5.5 O2 Evidence: Confidence-Aware Alignment and Candidate Shaping"
"514","First Paragraph","10","0","","O2 is evaluated through BL-003 and BL-005. BL-003 provides match-rate and unmatched-reason visibility; BL-005 records candidate shaping decisions and separated exclusion pathways."
"515","Body Text","10","0","","The refreshed BL-003 authority reports actual_match_rate=0.245 against min_threshold=0.15 (status=pass), with explicit pathway counts (matched_by_spotify_id=1489, matched_by_metadata=937, ambiguous_matches=19, unmatched=7457). BL-005 reports candidate_rows_total=109269, kept_candidates=23257 (about 21.3%), and separated pathway diagnostics including influence_admitted=0."
"516","Body Text","10","0","","Match-rate interpretation remains bounded: even when current run authority is above threshold, the threshold itself is a minimum viability gate, not evidence of broad cross-source coverage."
"517","Body Text","10","0","","For continuity with earlier validated chapter evidence, the previously cited canonical baseline aligned share (15.95%) remains an important boundary reference: passing a 15% gate should be interpreted as viability under constraints, not as broad corpus coverage."
"518","Body Text","10","0","","Within this framing, O2 is satisfied because confidence and exclusion pathways are explicit and auditable."
"519","Heading 2","2","0","","5.6 O3 Evidence: Controllable Trade-Offs"
"520","First Paragraph","10","0","","O3 uses BL-006 and BL-007. BL-006 exposes component-wise scoring structure and active weight vectors. BL-007 records assembly-level rule effects, trade-off pressure, and relaxation behavior where applicable."
"521","Body Text","10","0","","BL-006 reports candidates_scored=23257 with explicit score-distribution metrics (max_final_score=0.499521, mean_final_score=0.221453, median_final_score=0.226483) and active component weights emitted in the report payload. BL-007 reports tracks_included=10, R1_score_threshold hits 22714, novelty_allowance_used=0, relaxation_records=[], and undersized_playlist_warning.is_undersized=false."
"522","Body Text","10","0","","O3 is satisfied at the chapter criterion level because control surfaces and trade-off diagnostics are explicit and inspectable, even though BL-011 measurable-effect evidence for O5 remains insufficient."
"523","Heading 2","2","0","","5.7 O4 Evidence: Mechanism-Linked Explanation Fidelity"
"524","First Paragraph","10","0","","O4 evaluates structural fidelity, not perceived usefulness. BL-008 must remain traceable to scoring/assembly mechanisms through required payload fields and contributor mapping consistency."
"525","Body Text","10","0","","Under the fixed 30-track structural check, mismatches are interpreted with the locked taxonomy:"
"526","Compact","10","4","","Critical mismatch: missing required field, contradictory rule-effect linkage, or wrong primary attribution."
"527","Compact","10","4","","Minor mismatch: percentile tolerance breach with intact attribution/rule linkage."
"528","First Paragraph","10","0","","Current evidence shows required-field presence for the available selected-track sample: BL-008 (run_id=BL008-EXPLAIN-20260427-145551-660092) emits playlist_track_count=10, and a structural check over the available selected payloads found required_field_missing_count=0 for score_percentile, score_band, primary_explanation_driver, and top_score_contributors."
"529","Body Text","10","0","","Because the locked sample contract is 30 tracks and current selected-track payload coverage is 10, O4 is assessed as Partially Satisfied pending completion of the full fixed-sample extraction cross-check. Perceived-usefulness claims remain routed to Chapter 6."
"530","Heading 2","2","0","","5.8 O6 Evidence: Bounded-Guidance Surfaces"
"531","First Paragraph","10","0","","O6 is evaluated through BL-007 and BL-009 boundary reporting. BL-009 must include explicit non-claims and validity boundaries. BL-007 must satisfy one auditable case:"
"532","Compact","10","4","1.","Relaxation occurred: recorded with reason codes and diagnostics context."
"533","Compact","10","4","2.","No relaxation occurred: explicit no-relaxation confirmation and corroborating run-level boundary state."
"534","First Paragraph","10","0","","Current artifacts satisfy the no-relaxation case: BL-007 explicitly emits relaxation_records=[], undersized_playlist_warning.is_undersized=false, and shortfall=0. BL-009 emits top-level validity_boundaries and nested reproducibility non-claims (non_claims count 4) under reproducibility_interpretation."
"535","Body Text","10","0","","This criterion is satisfied because bounded guidance is evidence-backed and auditable rather than implied."
"536","Heading 2","2","0","","5.9 Control-Causality and Boundary Hardening Context"
"537","First Paragraph","10","0","","The current evaluation posture reflects hardening steps that were implemented before final chapter synthesis: BL-008 now carries explicit control-provenance structures, BL-009 boundary framing is emitted at top level, and BL-011 records no-op control diagnostics directly rather than masking weak-effect controls. These changes matter because they show that evidence contracts were engineered into the implementation and not added as post-hoc narrative wrappers."
"538","Heading 2","2","0","","5.10 Objective Synthesis and Acceptance Status"
"539","First Paragraph","10","0","","Interpretation discipline: the synthesis below reports criterion alignment under bounded artifact authority. It does not imply global recommender superiority or cross-regime generalization."
"540","Body Text","10","0","","Table 5.4 consolidates objective outcomes under normalized verdict labels."
"541","Compact","10","0","","Objective"
"542","Compact","10","0","","Primary evidence surface"
"543","Compact","10","0","","Verdict"
"545","Compact","10","0","","O1"
"546","Compact","10","0","","BL-003 + BL-004"
"547","Compact","10","0","","Satisfied"
"549","Compact","10","0","","O2"
"550","Compact","10","0","","BL-003 + BL-005"
"551","Compact","10","0","","Satisfied"
"553","Compact","10","0","","O3"
"554","Compact","10","0","","BL-006 + BL-007"
"555","Compact","10","0","","Satisfied"
"557","Compact","10","0","","O4"
"558","Compact","10","0","","BL-008 (+ BL-006/BL-007 cross-check)"
"559","Compact","10","0","","Partially Satisfied"
"561","Compact","10","0","","O5"
"562","Compact","10","0","","BL-010 + BL-011"
"563","Compact","10","0","","Not Satisfied"
"565","Compact","10","0","","O6"
"566","Compact","10","0","","BL-007 + BL-009"
"567","Compact","10","0","","Satisfied"
"569","Heading 2","2","0","","5.11 Evaluation Boundaries, Non-Claims, and Chapter 6 Handoff"
"570","First Paragraph","10","0","","This chapter does not claim:"
"571","Compact","10","4","1.","broad cross-user personalization validity,"
"572","Compact","10","4","2.","real-time or large-scale deployment performance,"
"573","Compact","10","4","3.","superiority over hybrid/neural recommender families,"
"574","Compact","10","4","4.","user-perceived explanation usefulness or trust effects."
"575","First Paragraph","10","0","","Chapter 6 handoff logic:"
"576","Compact","10","4","","O5 fully satisfied: discuss reproducibility guarantees and controllability confidence within deterministic bounds."
"577","Compact","10","4","","O5 partially satisfied: discuss reproducibility guarantees with explicit controllability coverage limits and unconfirmed interaction regions."
"578","Compact","10","4","","O5 not satisfied (current authority): discuss reproducibility pass evidence alongside controllability shortfall, no-op control diagnostics, and bounded next-step remediation scope."
"579","First Paragraph","10","0","","All claims are therefore bounded to the evidence surfaces and criteria defined here."
"580","Heading 2","2","0","","5.12 Chapter Summary"
"581","First Paragraph","10","0","","Chapter 5 evaluates the implemented pipeline through pre-specified objective-linked criteria with evidence-first reporting. O5 is resolved first and currently not satisfied under the locked measurable-delta gate, while O1, O2, O3, and O6 are satisfied and O4 is partially satisfied pending completion of the full fixed-sample structural extraction. The chapter therefore provides a bounded, auditable synthesis that distinguishes verified criterion alignment from unresolved controllability evidence."
"582","Heading 1","1","0","","Chapter 6: Discussion and Bounded Contribution"
"583","First Paragraph","10","0","","Chapter objective: interpret the Chapter 5 evaluation evidence against the active research question and contribution claim, while keeping every conclusion bounded to explicit objective-linked evidence."
"584","Heading 2","2","0","","6.1 Interpretation Frame"
"585","First Paragraph","10","0","","The research question asks how engineers can design and evaluate a deterministic playlist-generation pipeline so that preference inference, candidate generation, and playlist assembly remain transparent, controllable, and reproducible under cross-source uncertainty and multi-objective playlist trade-offs."
"586","Body Text","10","0","","This discussion anchors to the explicit design-option comparison in Chapter 3.3.1. The question here is whether the selected deterministic staged option delivered the promised evidence quality under scope, not whether all other architecture families are inferior in general."
"587","Body Text","10","0","","This chapter is organised around three lenses that follow directly from the thesis design posture:"
"588","Compact","10","4","1.","uncertainty handling,"
"589","Compact","10","4","2.","controllable trade-off engineering,"
"590","Compact","10","4","3.","mechanism-linked evidence quality."
"591","First Paragraph","10","0","","The core claim is this: under bounded single-user, cross-source conditions it is possible to engineer a playlist pipeline whose uncertainty, candidate-space decisions, scoring logic, explanation linkage, and reproducibility boundaries remain inspectable and auditable, even though controllability remains weaker than originally intended. This chapter explores what that claim now means given the evaluation evidence."
"592","Body Text","10","0","","This chapter is not a benchmark-positioning chapter. It does not argue that deterministic methods are universally preferable to hybrid, collaborative, or deep recommender families. Instead, it asks whether the implemented artefact now produces evidence strong enough to support the bounded engineering claim established in Chapters 1 to 3 (Jannach and Jugovac, 2019; Ferrari Dacrema et al., 2021; Bauer, Zangerle and Said, 2024)."
"593","Heading 2","2","0","","6.2 Findings in Relation to the Research Question"
"594","First Paragraph","10","0","","The current evidence supports five main findings."
"595","Heading 3","3","0","","6.2.1 Explicit uncertainty handling is a design requirement, not a reporting afterthought"
"596","First Paragraph","10","0","","Uncertainty visibility matters because cross-source alignment is always partial, and users making playlist decisions need to know where the data came from and how much confidence they should have. The implementation shows that preference inference should not treat imported interaction traces as direct preference truth, and it embeds this principle into the profiling path rather than retrofitting it as a post-hoc caveat. BL-003 and BL-004 now surface match confidence, source coverage, attribution, and uncertainty-related diagnostics directly in the active output contract—not hiding them in artifact logs. This supports the broader claim that uncertainty handling is a first-order design obligation for cross-source systems (Allam et al., 2018; Papadakis et al., 2021)."
"597","Heading 3","3","0","","6.2.2 Candidate generation is first-order recommendation logic"
"598","First Paragraph","10","0","","Candidate shaping determines which tracks can even reach the ranking stage, so it is not neutral preprocessing—it is an upstream design choice that the thesis must make explicit and defend. BL-005 evidence shows this directly: exclusion-path diagnostics and tranche-1 gate checks reveal that the eventual ranking and playlist outputs are strongly conditioned by which candidates survive filtering. This means any explanation and evaluation claims that focus only on final ranking would understate a critical part of causal behavior. By making the candidate path explicit—with named exclusion criteria and diagnostics—the thesis moves from hiding this upstream logic to defending it (Ferrari Dacrema et al., 2021)."
"599","Heading 3","3","0","","6.2.3 Deterministic scoring and assembly remain valuable because they keep trade-offs inspectable"
"600","First Paragraph","10","0","","Deterministic scoring and assembly remain valuable under this thesis scope because they keep trade-off pressure visible and adjustable throughout the ranking and selection process. BL-006 and BL-007 evidence shows this directly: score components, rule pressure, and assembly constraints remain directly inspectable rather than hidden in learned parameters. That does not prove that deterministic methods maximize recommendation quality in every setting, but it does show that they provide a practical substrate for auditable trade-off control under bounded scope, where engineering transparency and auditability are primary design goals rather than performance optimality (Bonnin and Jannach, 2015; Jannach and Jugovac, 2019; Roy and Dutta, 2022)."
"601","Heading 3","3","0","","6.2.4 Explanation quality depends on mechanism linkage, not on narrative plausibility alone"
"602","First Paragraph","10","0","","This thesis defines explanation fidelity structurally—as alignment with actual scoring and assembly behavior—not as user-perceived persuasiveness or narrative plausibility. The tranche-2 and tranche-3 evidence from BL-008 shows this distinction directly: explanations are now more rigorous because they preserve both direct mechanism contributors (which scoring components drove the inclusion decision) and control-provenance snapshots (which rule constraints and boundary conditions applied). Reviewers can verify this mechanism-level fidelity at the artefact level by comparing the explanation payload against the actual scoring record (Tintarev and Masthoff, 2012; Zhang and Chen, 2020; Sotirou et al., 2025). What remains unknown—and is beyond the scope of this thesis—is whether users perceive these mechanism-linked explanations as useful or persuasive. That claim requires longitudinal user study, which is not available in the single-user corpus. The thesis therefore establishes what the mechanism can support (structural fidelity) without claiming what users will experience (perceived usefulness). The project completed the O4 structural cross-check for selected tracks within the submission window; the full 30-track sample including rejected and boundary-ranked tracks remains a confirmation item for post-submission verification. This thesis treats this partial result as a methodological boundary rather than an implementation failure, consistent with Chapter 5’s O4 Partially Satisfied verdict."
"603","Heading 3","3","0","","6.2.5 Bounded guidance becomes more credible when limits are part of the contract"
"604","First Paragraph","10","0","","The most important late-stage design improvement is that validity boundaries are now explicit, top-level, and test-enforced in BL-009. This changes the discussion posture: instead of adding caveats only in prose after evaluation, the artefact itself now emits scope, known limits, and run-specific caveats. That makes Chapter 6 conclusions more defensible because the artefact enforces boundedness rather than retrofitting it in narrative. This matters epistemologically: rather than being hedged in prose after the fact, the thesis conclusions are pre-specified as bounded claims before evaluation begins, which is a stronger form of intellectual honesty than retrospective limitation-adding (Beel et al., 2016; Bellogin and Said, 2021; Cavenaghi et al., 2023)."
"605","Heading 3","3","0","","6.2.6 Controllability as an engineering finding, not a verdict collapse"
"606","First Paragraph","10","0","","Chapter 5 defines the O5 controllability objective through observable control-effect measurements under the BL-011 measurable-delta gate. The evidence shows this objective as Not Satisfied: some control surfaces (particularly genre flexibility under strict valence constraints) produce no-op or near-no-op effects despite nominally being present in the control surface. This is not an implementation fault; it is an engineering finding that reveals where the current design approach meets its limits. What matters for the discussion is not defending O5 as satisfied, but interpreting what the no-op result means: (1) certain preference dimensions cannot be reliably shaped through the current architecture without disturbing other objectives, (2) the sensitivity region of the controls is narrower than the design initially assumed, and (3) deeper intervention mechanisms (possibly neural or semi-supervised) might be needed to address these harder control cases. This is valuable negative evidence that bounds the thesis claim and informs future work (Jannach and Jugovac, 2019)."
"607","Heading 3","3","0","","6.2.7 Cross-source alignment as a scope boundary with practical consequences"
"608","First Paragraph","10","0","","The 15.95% canonical-baseline alignment rate between the Spotify listening history and the offline Music4All corpus is not a methodological failure; it is a real scope boundary that must shape what the thesis claims about profile completeness and playlist diversity. Working from the matched subset (rather than the full listening history) means that the resulting user profile captures genre and artist preferences, but only for the 15.95% slice that both sources record. This creates downstream consequences: (1) profile-level diversity metrics remain limited to candidates available in the matched subset, (2) representational coverage for rare genres or niche artists depends entirely on what the offline corpus contains, (3) serendipity and novelty recommendations depend on the alignment coverage rather than on the recommendation logic alone. These are not design failures — they are engineering facts that clarify what profile inference actually means in a cross-source setting. The thesis claim stays bounded: the pipeline can maintain uncertainty, controllability, and reproducibility for playlists built from the matched subset, but it cannot claim full listening-history fidelity or universal genre coverage (Lu et al., 2015)."
"609","Heading 2","2","0","","6.3 Contribution Interpretation"
"610","First Paragraph","10","0","","The contribution is best understood as an engineering-evidence contribution rather than a model-performance contribution. The five findings above collectively establish that deterministic architecture yields strong auditability and mechanism-linkage evidence under the thesis scope, even though it carries design trade-offs that weaker alternatives might avoid."
"611","Body Text","10","0","","What the thesis now demonstrates is not that one deterministic playlist pipeline is universally best, but that it is possible to co-engineer:"
"612","Compact","10","4","1.","explicit uncertainty signaling during preference inference,"
"613","Compact","10","4","2.","controllable candidate and assembly trade-offs,"
"614","Compact","10","4","3.","mechanism-linked explanations,"
"615","Compact","10","4","4.","executable reproducibility and controllability evidence,"
"616","Compact","10","4","5.","explicit validity-boundary reporting."
"617","First Paragraph","10","0","","Taken together, these give the thesis a clearer and more defensible contribution than earlier design framings, which concentrated more on generic transparency/observability language than on explicit objective-to-evidence traceability (Knijnenburg et al., 2012; Balog, Radlinski and Arakelyan, 2019; Afroogh et al., 2024)."
"618","Body Text","10","0","","The current evidence supports the selected deterministic path (relative to the option space in Section 3.3.1) because it yields the strongest mechanism-level traceability within this thesis scope. Interpret this as a bounded design-fit finding under current objectives and constraints, not as a verdict against hybrid or neural alternatives."
"619","Body Text","10","0","","However, the cost side of this choice deserves explicit naming. Deterministic pipeline architecture prioritizes inspectability and replayability, but it likely sacrifices representational flexibility compared to neural or hybrid alternatives that can adjust their latent representations across runs. The fixed component weights and rule-based constraints that make the scoring and assembly logic transparent also make it harder to adapt to subtle preference shifts or to capture latent genre or mood structure that would require learned representations. Moreover, the BL-011 evidence on weak control surfaces suggests that some controllability hopes (particularly around genre flexibility under tight valence constraints) remain difficult even with explicit architectural support. The deterministic choice is not invalidated by these costs—they are the price of auditability—but they do bound what the thesis can claim about playlist quality or user adaptability."
"620","Heading 2","2","0","","6.4 Limits of the Current Evidence"
"621","First Paragraph","10","0","","The current evidence still has important limits."
"622","Compact","10","4","1.","Cross-source preference traces remain indirect evidence of user preference rather than causal ground truth."
"623","Compact","10","4","2.","Alignment uncertainty remains material; in the canonical active baseline, only 15.95% of imported Spotify history aligns to the offline corpus, so profile-level claims remain bounded to the matched subset rather than the full listening history."
"624","Compact","10","4","3.","Some control surfaces remain weak or data-regime-dependent, as shown by BL-011 no-op diagnostics."
"625","Compact","10","4","4.","Reproducibility claims are contract-bounded to artifact-level stable-hash consistency under declared fixed inputs, replay procedures, and a pinned configuration snapshot. They do not extend to cross-environment behavioral invariance, output identity under different run configurations, or environmental runtime invariance beyond the fixed-input and configuration window used in replay."
"626","Compact","10","4","5.","External validity remains narrow because the artefact is single-user, deterministic, and not evaluated through longitudinal user studies."
